Title,Ingredients,Steps,Loves,URL
Sayur tahu jengkol,10 buah tahu kuning--1/4 jengkol--2 bungkus Santan kara--Garam--Kaldu bubuk--Gula putih--Daun salam--Bumbu halus :--6 siung bawang merah--5 siung bawang putih--8 buah cabe merah besar--5 butir kemiri--,"Bersihkan jengkol dan rebus sampai empuk. Jika sudah dingin geprek jengkol agar bumbu meresap.--Potong tahu bentuk segitiga dan goreng sampai matang. Klo saya cenderung agak kering kecoklatan.--Tumis bumbu halus sampai wangi dan matang. Masukan daun salam, tahu dan jengkol lalu beri air. Biarkan sampai mendidih!!!--Berikan santan kara dan garam, kaldu bubuk serta gula putih. Biarkan kuah agak menyusut agar bumbu meresap. Jangan lupa aduk aduk kuah agar santan tidak pecah. Terakhir tes rasa!!! Selamat mencoba.--",0,/id/resep/4472978-sayur-tahu-jengkol
Sapo Tahu No Seafood,"2 pcs Egg Tofu (potong2 ketebalan sesuai selera)--2 bonggol Brokoli (sy uk.kecil2, siangi, potong perkuntum)--1 bonggol Bunga Kol (sy uk.sedang, potong perkuntum)--1 bonggol Sawi putih (sy uk.kecil, potong2)--1-2 btg Wortel (iris bulat/serong terserah)--Secukupnya Jamur Kancing (bisa pake jamur kuping, iris2 sesuai selera)--1 helai Daun bawang iris2--5 btr Bakso ayam iris2 (bisa pake bakso lain/seafood/daging ayam cincang)--1 siung Bawang Bombay uk.sedang (potong wedges)--5 siung Bawang putih geprek, cincang--° Bumbu :--1 sdm penuh Saus Tiram (sy Saori)--1/2 sdt Garam (menyesuaikan selera)--1/2 sdt Gula pasir (menyesuaikan selera)--1/4 sdt Royco ayam (boleh gapake)--1/4 sdt Lada bubuk--1 sdm Kecap manis Bango (kalo sy wajib/rutinitas hihihi)--Secukupnya Air Kaldu (sy pake kuah bakso hihi)--","Goreng garing/sampai berkulit si tofu yaa. Sisihkan dulu.--Siapkan semua bahan. Sayuran dicuci semua. Bumbu2 juga dipersiapkan yaa. Kalo sy, wortel-brokoli-bunga kol-jamur kancing sy blansir sbentar (rendam air panas bentar, lalu ke air dingin spya lebih cpt ngolahny, warna sayurnya juga segerr) Yuk memasak..--Panaskan margarin/minyak scukupny, tumis bawang putih dan bombay hingga layu dan harum--Masukkan sawi putih (ngga sy blansir), daun bwang, tumis bentar.--Masukkan jamur, aduk rata--Tuang sesuai selera bbrp sendok sayur air kaldu/sy kuah bakso. Kurleb sy 2-3 sendok sayur. Didihkan. Msukkan sisa sayuran.--Bumbui saus tiram, gula garam, lada, kecap, royco bila perlu. Sampai rasa pas. (Kalo sy sblumnya dah gurih kena kuah bakso, jd tinggal ngoreksi)--Masukkan bakso iris, aduk rata--Terakhir masukkan tofu. Aduk perlahan. Masak sampai cukup matang. Dah... Siap!--Sapo tahunya siap dilahaaapp... Makan sapo nih enaknya sambil nikmatin hawa sejuk hujan ya moms. Mantap, anget2 gurih gitu hihi. Selamat makan :)--",6,/id/resep/4472859-sapo-tahu-no-seafood
Tahu Bulat,20 bh Tahu putih--Minyak untuk menggoreng--Bumbu halus :--5 bh Bawang putih--1/2 sdt Merica--2 1/2 sdt Garam--sesuai selera Kaldu bubuk--,"Haluskan tahu dengan garpu.--Saring tahu dengan kain berpori halus, peras pelan pelan hingga kadar airnya berkurang banyak. Cara menyaring tahu begini sebaiknya sedikit sedikit dan memerasnya jangan terlalu kuat.--Setelah airnya di peras,campur tahu dengan bumbu halus, aduk rata. bentuk bulat.--Panaskan minyak dengan api sedang. Masukan tahu bulat, goreng hingga kuning kecokelatan.Sajikan hangat.--",0,/id/resep/4469146-tahu-bulat
Tahu kuning lada garam,"1 bj tahu kuning (sy pakai merk yongfu)--1 bj cabe merah besar--1 bj cabe rawit (krg tahan pedas)--2 siung bawang putih, rajang--1 siung bawang merah, potong tipis2--Secukupnya garam, lada, kaldu jamur--","Panaskan minyak di teflon, goreng tahu hingga berubah warna. Stlh matang, tiriskan--Lalu tuang minyak sedikit di teflon, tumis bawang putih dan bawang merah hingga harum. Stlh itu masukkan cabe. Masukkan tahu goreng, aduk rata. Lalu tambahkan garam, merica dan kaldu jamur. Tes rasa. Sajikan--",2,/id/resep/4473025-tahu-kuning-lada-garam
Pepes Tahu kekinian,2 tahu cina di hancurkan halus dengan garpu boleh menggunakan tahu putih apa saja tdk mesti tahu cina--3 batang bawang daun diiris 1 ruas jari--2 butir telor--Daun salam dimasukkan ke dalam tiap adonan pepes ketika membungkus--1 sdt gula pasir--1.5 sdt garam--1 sdt penyedap rasa jika suka--Bumbu halus diblender:--10 biji cabe rawit jawa--1 terasi ABC--5 siung bawang merah--3 siung bawang putih--2 batang serai diiris tipis--2 sdm minyak untuk menumis--,"Hancurkan Tahu dengan garpu lalu masukkan telor dan daun bawang. Sisihkan--Tumis bumbu halus lalu cicipi sampai rasa sesuai dengan lidah dan selera.. diamkan hingga dingin--Campur bumbu matang lalu masukkan ke dalam tahu yg sudah dihaluskan masukkan gula aduk rata. Jika rasa sudah sesuai lalu siapkan daun yg sudah dipotong potong rapi siap dipakai untuk membuat pepes tahu--Masukkan 1-2 sdm adonan tahu ke dalam daun masukkan daun salam 1 lembar lalu sematkan dengan rapi dengan tusuk gigi.. selasaikan adonan hingga habis--Setelah air mendidih kukus pepes selama 30 mnt lalu setelah matang sajikan hangat dengan nasi serta makanan sampingan lainnya.--Note: biasanya saya suka membuat bumbu dasar seperti resep diatas jadi jika saya ingin membuat olahan berbagai macam pepes saya tinggal menggunakan bumbu halus yg sudah ada,--Jika ingin membuat pepes ayam tinggal tambahkan jahe yg sudah dihaluskan dan irisan daun jeruk serta irisan tomat jika suka.. tambahkan 2 sdt kecap ikan diadonan.--",1,/id/resep/4473070-pepes-tahu-kekinian
Mung tahu',"1 papan tahu sutera--200 gr daging ayam--Daun bawang--B.putih--2 sdm tepung maizena larutkan d air--secukupnya Micin jamur, garam, gula, lada--","Tumis b.putih cincang, hingga harum. Masukan ayam lalu aduk"" sampai berubah warna--Potong""tahu sesuai selera, masukan bumbu"" seperti garam, gula, lada, masukan kedalam penggorengan, aduk"" kasih air sedikit masukan t.maizena tunggu sebentar masukN daun bawang, angkt--",4,/id/resep/4424753-mung-tahu
Sapo Tahu Brokoli,1 bungkus tahu telur--1 bonggol brokoli--2 buah wortel (iris tipis)--1/5 kol (lebih enak pakai sawi putih)--1 buah cabai merah besar--4 buah bakso sapi--4 buah bakso ikan (optional)--2 siung bawang putih--1/2 bawang bombay--1 ruas jahe (geprek)--1 sachet saus tiram (Saori)--1 sdm kecap asin--1 sdt gula pasir--1/2 sdt garam--1 sdt lada bubuk--1 sdm tepung maizena--1 gelas air putih--Minyak sayur--,"Cuci sayur dan bahan lainnya, rendam brokoli dalam air panas selama 30 detik--Cincang halus bawang putih, iris bawang bombay, bakso, wortel dan cabai merah--Potong lalu goreng tahu telur, setelah matang tiriskan--Tumis bawang putih, bawang bombay dan jahe sampai harum--Masukkan irisan wortel, tumis sebentar lalu tambahkan 1 gelas air--Setelah air mendidih dan wortel sedikit layu, masukkan saus tiram, kecap asin, gula, garam, lada--Koreksi rasa dan masukkan sisa bahan (kol, cabai merah, brokoli) campur rata--Diamkan kurang lebih 1 menit. Terakhir tambahkan larutan maizena--Aduk sampai kuah mengental lalu sajikan--",7,/id/resep/4472685-sapo-tahu-brokoli
Tahu isi Enak,5 bh tahu dibelah dua--1 bh bengkuang--1 bh wortel--1/2 bombay iris halus--4 siung bawang putih--150 gr udang cincang--tepung bumbu sajiku--secukupnya Garam Gula merica--Sambal cocolan:--2 siung bawang putih--1 bh cabe rawit merah--1 sdt saos cabe abc--2 sdm perasan air jeruk nipis/lemon--1/2 sdt gula--Sedikit air--,"Tunis Bombay Dan bawang Putih sampai harum, Masukkan Udang kemudian wortel Dan bengkuang yang Sudah di iris halus. Masukkan bumbu penyedap garam Gula America secukupnya.--Tambah kan air sedikit Dan masak sampai matang. Sisihkan.--Belah 2 tahu Dan goreng 1/2 matang. Angkat. Sisihkan.--Setelah tahu tidak terlalu panas. Belah tengah tahu untuk isian. Dan Isi tahu dengan tumisan wortel dan bengkuang tadi.--Buat adonan basah tepung sajiku dengan sedikit air. (Jangan terlalu kental).--Balur tahu Dalam adonan tepung kemudian goreng dengan minyak panas.--Siap dihidangkan dengan sambal cocolan.--",5,/id/resep/1341253-tahu-isi-enak
Balado Tongkol & Tahu,1 buah ikan tongkol sedang (iris menjadi 10 Bagian)--5 buah tahu ukuran lecil--2 lembar daun jeruk--secukupnya Gula & garam--Bumbu halus :--5 buah bawang merah--2 buah bawang putih--10 Cabe Merah--5 cabe rawit--1 buah tomat--1 buah Gula merah ukuran sedang--,"Bersihkan tongkol yang sudah di iris. Goreng sampai matang.--Potong dadu tahu (ukuran kecil), goreng hingga kering.--Tumis bumbu yang sudah dihaluskan hingga wangi, masukkan daun jeruk, gula dan garam. Masukan air secukupnya.--Masukkan tongkol & tahu yang sudah digoreng. diamkan hingga mendidih & bumbu meresap.--Sajikan dan siap dihidangkan. 😉--",1,/id/resep/4472474-balado-tongkol-tahu
Tahu cabe garam,3 potong tahu (iris kotak kecil)--1 butir telur--Secukupnya tepung bumbu serbaguna--2 siung bawang merah--3 siung bawang putih--4 biji cabe rawit (sesuai selera)--2 batang daun bawang (sy pke daun seledri krn cm itu yg ada 😅)--,"Lumuri tahu dengan kocokan telur kemudian balurkan pada tepung, goreng hingga kuning keemasan lalu tiriskan.--Tumis bawang putih, bawang merah dan cabe rawit hingga harum kemudian masukkan tahu yang telah digoreng.--Masukkan daun seledri, tambahkan garam, gula dan penyedap, aduk rata.--",0,/id/resep/4472780-tahu-cabe-garam
Gurame tahu tauco,1 ekor gurame--1 buah tahu kotak--1 buah jeruk nipis--1 buah bawang bombay--3 siung bawang putih--1 jari jahe--3 buah cabe hijau besar buang biji--2 buah cabe merah besar--5 sdm tauco--Kecap asin--Kecap manis--Saos tiram--Minyak wijen--1 sdt Angciu--,Balurin gurame dgn jeruk nipis goreng--Goreng tahu kotak 2--Tumis bawang 2 ngan masukkan tauco--Masukkan kecap dll--Tambahkan sedikit air--Siap disajikan test rasa kurang asin tambah garam ya kl tauconya asin gak usah pake garam lg--,4,/id/resep/4472819-gurame-tahu-tauco
Tahu Cabe Garam,2 buah tahu putih (potong persegi kecil)--2 bks kecil tepung bumbu pedas serbaguna (mamaSuka)--1/4 cup Air ES--2 sdm terigu--secukupnya Minyak goreng--3 siung bawang putih (cincang)--2 buah bawang merah (cincang)--2 sdm irisan daun bawang--2 sdt garam--1 sdt kaldu bubuk--1 sdt margarine untuk tumis--10 buah cabai rawit merah (iris tipis)--5 buah cabai rawit hijau (iris tipis)--,"Larutkan 1 bks tepung bumbu+ 2 sdm terigu dengan 1/4cup air es (benar2 dingin)..--Panaskan minyak sampai benar2 panas, & ukur agar tahu terendam (deep fry)..--Tahu yg sudah di potong di celupkan ke larutan tepung, kemudian gulingkan ke tepung bumbu kering,.--Goreng dengan api sedang sampai matang, sisihkan(pastikan minyak benar2 panas, agar tahu crispy)--Goreng cabai-duo bawang & daun bawang sampai kekuningan.. angkat, tiriskan.. tumis dengan 1sdt margarine, tambahkan garam & kaldu bubuk.. matikan api.. masukkan tahu & tambahkan garam jika dirasa kurang.. aduk rata. sajikan hangat..--",0,/id/resep/4472764-tahu-cabe-garam
Tumis Broccoli Tahu Jepang dengan Saus Tiram,"1 bonggol Brokoli ukuran besar (potong dan cuci)--3 pcs Tahu Jepang (potong ketebalan 1.5 cm)--2 pcs Jamur King Oyster (iris tebal)--5 pcs Bakso Seafood (optional)--5 siung Bawang Putih (cincang)--1 ruas Jahe (kupas dan iris halus)--Garam, lada, gula / vetsin untuk memperkuat rasa--Oyster Sauce / Saus Tiram--Kecap Hitam--Tepung Maizena / Potato Starch (untuk pengental)--","Rebus brokoli selama 2-3 menit. Angkat dan sisihkan. Jangan terlalu lama merebut sayur, karena nanti sayurnya akan menjadi layu, dan vitaminnya akan terbuang.--Panaskan wajan, tunggu sampai minyak benar2 panas. Baru goreng tahu sampai warnanya kecoklatan. Angkat dan sisihkan.--Sisihkan di piring.--Panaskan wajan kembali. Tumis daging / bakso sampai ada gosong2nya sedikit. Ingat kata chef Gordon Ramsay ""No Color, No Flavour"". Hehehe..--Setelah itu masukkan bawang putih dan jahe. Tumis hingga harum.--Masukkan air (saya pakai 300 ml). Tambahkan garam, lada, gula / vetsin, kecap asin hitam, dan saus tiram.--Jika rasanya sudah pas. Tambahkan maizena / potato starch yg sudah dilarutkan dengan air. Aduk sampai konsistensinya kental. (Saya lebih suka memasak menggunakan Potato Starch. Karena saus menjadi tidsk mudah cair, dibandingkan dgn menggunakan maizena).--Setelah itu baru masukkan jamur. Tunggu sampai mendidih sebentar. Sampai jamur matang. Angkat.--Tuang saos diatas brokoli dan tahu jepang yg sudah disusun di piring. Sajikan.--",6,/id/resep/4472567-tumis-broccoli-tahu-jepang-dengan-saus-tiram
Tahu Cabe Garam,5 buah tahu putih (potong kotak atau sesuai selera)--Tepung bumbu--Bahan iris :--5 siung bawang putih--1 siung bawang merah--10 buah cabe rawit merah/cabe merah--1 batang daun bawang--,"Setelah tahu dipotong potong,gulingkan ke tepung bumbu kering kemudian goreng hingga kecoklatan--Tumis semua bahan iris dengan sedikit minyak dan api kecil..sampai sedikit kering..tambahkan garam--Masukan tahu yg sudah digoreng..aduk rata--",0,/id/resep/4472476-tahu-cabe-garam
Cah sawi hijau tahu putih,"1 ikat sawi hijau, aku beli 2 rb--3 buah tahu putih potong kotak goreng 1/2 mateng--3 buah bawang merah iris--2 siung bawang putih cincang--3 buah cabe m dan rawit m iris tipis--Minyak g secukupnya untuk menumis--1/4 sdt gula pasir--Royco ayam--1/2 sdt Saos tiram dan kecap asin--","Tumis bamer baput, dan cabe. Tambahkan sawi,tahu aduk rata. Masukan saos tiram, kecap asin dan royco gula pasir tambahkan air sedikit, tutup sbentar--Aduk rata. Angkat, sajikan--",4,/id/resep/4472346-cah-sawi-hijau-tahu-putih
Bakso tahu goreng saus pedas,Bahan bakso tahu--8 buah tahu putih--2 siung bawang putih--1 butir telur--1 sdt merica bubuk--secukupnya Royco ayam--secukupnya Garam--secukupnya Gula--3 sdm tepung terigu--1 sdt baking powder--Bahan saos pedas--4 siung baput--4 siung bamer--1/2 bawang bombay--5 buah cabe merah keriting--15 bua cabe rawit--4 sdm saos tomat--4 sdm saos sambal--1 buah cabe merah iris rencong--1 buah bawang prei--Garam--1 sdm Kecap--secukupnya Gula--Minyak goreng--secukupnya Air--,"Hancurkan tahu,peras airnya hingga airnya habis--Kemudian masukkan bawang putih halus,tepung telur,merica,gula pasir,royco cek rasa ya--Kemudian bentuk bulat2 sesuai selera--Panaskaninyak goreng bakso tahu hingga kecoklatan.angkat sisihkan--Cara membuat saos. Haluskan cabeerah dan bawang putih beri garam sedikit hingga halus.--Kemudian memarkan cabe rawit atau pecah pecah saja..--Panaskan minyak tumis bawang bombay hingga layu masukkan bumbu halus,tumis hingga harum.--Kemudian masukkan saos tomat,kecap,saos sambal sedikit air, masak hingga meletup letup masukkan gula cek rasa kemudian masukka bakso tahu irisan cabe merah,daun bawang masak hingga matang--Selamat mencoba--",6,/id/resep/4472264-bakso-tahu-goreng-saus-pedas
Telur Tahu Kukus Goreng,2 butir telur--3 buah tahu putih--2 tangkai daun bawang--1/2 buah wortel (aku lagi gak ada)--1 siung bawang putih--sedikit lada--secukupnya garam--secukupnya penyedap rasa--,"Haluskan bawang putih dan lada.--Hancurkan tahu dengan garpu.--Potong2 daun bawang. wortel diparut dengan parutan keju.--Kocok telur dengan garpu, tambahkan bumbu halus, garam dan penyedap rasa.--Masukkan tahu, daun bawang dan wortel.--Siapkan wadah tahan kukus kedian olesi dengan minyak goreng agar tidak lengket nanti.--Masukkan telur ke wadah, kukus selama kurang lebih 15menit.--Dinginkan telur, keluarkan dan potong2 sesuai selera.--Kocok 1 butir telur.--Celupkan potongan telur ke kocokan telur lalu goreng hingga kecoklatan.--Angkat.--",6,/id/resep/4472110-telur-tahu-kukus-goreng
Tumis Tahu Bubuk,8 Tahu Kuning--5 Siung Bawang Merah--4 Siung Bawang Putih--1 Buah Tomat--5 Cabai Rawit--Bawang Daun--Secukupnya Garam--Secukupnya Gula--Secukupnya Lada Putih--,"Tumbuk kasar tahu kuning. Sisihkan.--Tumis bawang merah, bawang putih, cabai rawit dan tomat hingga harum.--Masukan tahu yang sudah dihancurkan. Tambahkan garam, gula, lada putih, bawang daun dan sedikit air. Masak hingga air menyusut dan tahu matang. Sajikan.--",2,/id/resep/4472223-tumis-tahu-bubuk
Tahu Crispy,"bumbu halus--2 siung bawang putih--kunyit--1/4 sdt ketumbar--bahan tepung--6 sdm tepung terigu--1 sdm maizena--secukupnya garam, lada, kaldu jamur--secukupnya air--1 btr telur ayam--tahu potong2 dadu--","Tumbuk bumbu halus, beri air--Potong tahu rendam dalam bumbu min 10mnt--Campur bahan tepung--Gulingkan tahu ke tepung lalu ke telur--Goreng hingga kuning keemasan--",3,/id/resep/4472450-tahu-crispy
Sayur tempe mix tahu alaala kari,1/4 tempe dari 1 papan--5 buah tahu--2 keris pete--3 buah wortel ukuran sedang--800 ml Santan--Bumbu:--4 bawang merah--3 bawang putih--3 cm kunyit--2 cm jahe--2 butir kemiri--1/2 sdt ketumbar--1 sdm garam--secukupnya Gula--Penyedap rasa saya pakai royco ayam--Bumbu pelengkap:--3 cm laja--2 lbr daun salam--3 lbr daun jeruk--Minyak untuk menumis bumbu--,"Tempe potong kotak, goreng--Tahu potong serong, goreng--Kupas pete jangan dibelah--Kupas wortel, cuci lalu potong dadu kecil--Siapkan bumbu, cuci lalu haluskan kecuali laja, daun salam dan daun jeruk. Laja geprek aja.--Tumis bumbu sampai layu, masukan geprekan laja, daun salam dan daun jeruk. Beri sedikit air supaya meresap--Masukan santan, biarkan sampai mendidih.--Masukan pete, wortel, tempe dan tahu.--Masukan gula, penyedap. Aduk2, tes rasa--Masak sekitar 10 menit.--",5,/id/resep/4367062-sayur-tempe-mix-tahu-alaala-kari
