Title,Ingredients,Steps,Loves,URL
Udang saos padang,800 gr udang--secukupnya Jahe memarkan--secukupnya Lengkuas memarkan--3 sdm saos sambal--3 sdm saos tiram--1 buah tomat--secukupnya Air--secukupnya Minyak--Garam--Gula--Bumbu halus--6 siung bawang putih--8 siung bawang merah--6 buah cabai merah besar--10 buah cabai--secukupnya Merica--,"Haluskan bumbu, tumis di atas wajan dengan minyak secukupnya--Masukkan udang, tomat, dan air--Beri gula, garam, saos tiram dan sambal, aduk rata, kemudian tes rasanya--",1,/id/resep/4473523-udang-saos-padang
Udang Goreng Mentega,200 gr udang--1/2 buah bawang bombai--2 buah bawang putih--5 buah bawang merah--4 sdm mentega--1 sdt saus tiram--1 sdt saus pedas--1 sdt saus tomat--1 jumput garam--,"Bersihkan udang--Iris bawang merah, bawang putih dan bawang bombai menjadi bagian yang kecil dan tipis.--Siapkan wajan / teflon, nyalakan api kecil, kemudian masukan mentega hingga leleh dan panas.--Tumis bawang merah dan bawang putih sebentar saja sekitar 1 menit. Lalu masukan bawang bombai. Tumis lagi hingga harum.--Masukkan udang, garam, saus tiram, saus pedas dan saus tomat. Aduk hingga rata--Jika sudah matang, angkat dan sajikan :)--",5,/id/resep/4473297-udang-goreng-mentega
Udang goreng mentega,1/2 udang--10 buah cabe hijau--5 siung bawang merah--secukupnya Mentega--secukupnya Garam--secukupnya Penyedap rasa--secukupnya Gula--Perasan jeruk nipis--,"Bersihkan udang dari kulit dan kotoran.--Potong cabe dan bawang sesuai selera.--Campurkan cabe dan bawang dan perasan jeruk nipis kedalam udang lalu beri garam gula dan penyedap rasa, aduk sampai terserap--Panaskan wajan lalu masukan mentega dan sedikit minyak. Setelah panas masukan udang yang sudah dicampur dengan bawang dan cabe tadi--Aduk sebentar lalu kecilkan api dan tutup wajan sampai air yang ada didalam wajan surut.--Setelah air mulai sedikit dan udang sudah merah dan lunak angkat lalu tiriskan.--",1,/id/resep/4472707-udang-goreng-mentega
Udang pete balado,"250 gr udang ukuran sedang, kupas, buang kepala dan kulitnya--1 papan petai, buka, bersihkan dr kulitnya, potong mjd 2--4 siung bawang merah--3 siung bawang putih--2 butir kemiri--10 buah cabe merah keriting--Garam secukupnyag--secukupnya Gula pasir--1 ruas jari lengkuas, bersihkam, geprek--1 lembar daun salam--Minyak goreng--1 buah jeruk nipis, belah 2, peras ambil airnya--","Tuang perasan air jeruk nipis ke dalam udang yg sudah dibersihkan. Beri sedikir garam, Aduk2.diamkan sekitar 10menit. Sisihkan.--Tuang minyak sayur, goreng udang dengan api sedang, aduk2 sebentar sampai udang berubah warna kemerahan dan matang, tiriskan. Angkat.--Haluskan bawang putih, bawang merah, kemiri, cabe rawit merah. Sisihkan--Tumis bumbu halus, daun salam dan lengkuas dengan api kecil agar matng dan tidak cepat gosong.--Jika sudah tercium bau harum lalu masukan potongan2 petai yg sudah bersih, aduk2 sebentar, koreksi rasa, tambahkan garam dan gula secukupnya. Aduk kembali hingga rata--Masukan udang yg telah digoreng, aduk rata, angkat. Sajikan.--",7,/id/resep/4472637-udang-pete-balado
Bakso udang debm,500 gram udang--1 sdm tepung keto--1 butir putih telur--1 sdm minyak wijen (opsional)--3 biji bawang putih--Secukupnya garam--3 cube es batu--Secukupnya air es--,Campurkan smua bahan kecuali air es dalam food procesor.proses sampai bener2 halus--Panaskan air dalam panci.bulat2 kan adonan menggunakan sendok lalu rebus sampai matang.--Angkat dan rendam dalam air es untuk menghentikan proses pematangan.biar kenyel ga lembek--Selamat mencoba--,7,/id/resep/4472434-bakso-udang-debm
Oseng Udang Pedas 🍤🌶️,1 Kg Udang Ukuran Sedang--5 Butir Bawang Merah (Rajang)--3 Butir Bawang Putih (Rajang)--2 Buah Tomat Segar Ukuran Sedang (Iris)--20 Buah Cabe Rawit Iris (Sesuai Selera)--Secukupnya Lada bubuk--Secukupnya royco bubuk--Secukupnya Gula garam--,"Udang buang kepala cuci bersih tiriskan (kalau mau di kupas bersih monggo) rajang bawang, tomat dan cabe.--Panaskan wajan tuang 3sdm minyak goreng tumis bumbu rajang hingga harum masukan sedikit air hingga mendidih tuang udang.--Masukan rajangan tomat dan cabe taburi gula, garam, lada tes rasa matikan.--Selamat Mencoba.--",5,/id/resep/4307497-oseng-udang-pedas-%F0%9F%8D%A4%F0%9F%8C%B6%EF%B8%8F
Udang Goreng Tepung,250 gr udang kupas--9 sdm tepung terigu--3 sdm tepung kanji--1/2 sdt merica bubuk--Bahan Perendam:--1 butir telur--1/2 sdt merica--1 siung bawang putih--1/2 sdm saos tiram--secukupnya Garam--,"Haluskan bawang, merica dan garam.--Kocok telur, campur dengan bumbu yang sudah dihaluskan ditambah saos tiram.--Masukkan udang ke kocokan telur.--Campur tepung terigu, kanji dan merica bubuk.--Ambil udang dan masukkan ke campuran tepung. Lalu celup lagi ke kocokan telur, ualngi masukkan ke tepung sambil ditekan telan dan dicubit-cubit.--Goreng udang di minyak yang sudah panas. Api sedang. Goreng hingga udang tercelup minyak semua. Biar irit minyak, saya memakai panci kecil. Jadinudang bisa tercelup minyak semua.--Sajikan..biasanya untuk mengoreksi rasa, saya goreng udangnya ato tepungnya sedikit dulu, bila kurang asin bisa ditambah garam di kocokan telur.--",6,/id/resep/4471439-udang-goreng-tepung
Udang goreng tepung,1/5 kg udang besar--2 bungkus Sasa tepung bumbu yg oriental--Minyak untu menggoreng--Saos sambal(cocolan)--Penyedap rasa--Adonan basah;--4 sendok tepung bumbu--Air es--Adonan kering;--Tepung bumbu--Penyedap rasa--,"Cuci bersih udang buang kepala&kulitnya sisakn ekornya,,belah bagian perutnya lalu bersihkn benang yg terdapat di dlmnya😉--Masukan udang ke dlm adonan basah lalu balur ke adonan kering masukan lg ke adonan basah n balur ke adonan kering lg,lakukan sampai habis.--Panaskan minyak agak banyak ya agar terendam,api kecil saja biar matang merata.--Udang goreng tepung siap di sajikan.--",1,/id/resep/4472351-udang-goreng-tepung
Udang asam manis,1/2 kg udang jerbung--5 siung bawang putih--Secukupnya saos tomat--Secukupnya saos cabai--1 sdm tepung maizena larutkan dg air--2 sdm Margarin--Gula garam dan penyedap--Secukupnya minyak goreng--1/2 Bks Saori--3 lbr daun salam--5 lbr daun jeruk--1 ruas jahe--1 buah jeruk nipis--,"Cuci udang sampai bersih buang bagian kepala udangnya,. Belah punggung udang (biar bisa mekar pas di tumis) lalu kasih air jeruk nipis diamkan 10 menit lalu bilas dgn air bersih--Cincang bawang putih,geprek jahe panaskan margarin campur sedikit minyak goreng lalu tumis bawang putih dan jahe sampai harum setelah harum masukan daun salam dan daun jeruk di barengi udang,..aduk sampai udang berubah warna kasih sedikit air--Masukan garam penyedap Saori dan saos tomat dan saos cabe gula diamkan sampai air hampir hbis setelah hbis larutkan 1 sendok tepung maizena lalu siramkan ke tumisan udang--Test rasa KL sekiranya udh cukup rasanya udang asem manis siap di sajikan beserta nasi hangat--",2,/id/resep/4472415-udang-asam-manis
Udang Saus Telor Asin,"500 gr Udang, kupas & sisakan ekornya--2 sdt Air jeruk nipis--1/4 sdt Garam--1/4 sdt Merica--6 sdm Tepung Maizena--3 btr Kuning telur asin, haluskan--50 ml Air panas--1/4 sdt Kaldu bubuk, bisa diskip bila dirasa asinnya pas--3 bh Bawang putih, cincang halus--1/4 sdt Gula--1 btg Daun bawang iris halus--secukupnya Minyak goreng--2 sdm Margarin--","Lumuri udang dengan air jeruk nipis, garam dan merica bubuk. Diamkan sekitar 15 menit. Taburkan maizena dan balut sampai rata. Goreng udang dengan minyak yang banyak hingga matang dan tepung kering. Angkat. Sisihkan.--Larutkan kaldu bubuk dalam air panas. Sisihkan.--Panaskan margarin, tumis bawang putih hingga harum. Masukkan kuning telur asin, aduk rata.--Masukkan air kaldu dan gula pasir. Masak hingga mendidih. Masukkan daun bawang. Aduk rata sebentar. Masukkan udang goreng. Aduk cepat sampai udang terbalut rata. Matikan api. Angkat. Sajikan panas--",1,/id/resep/4469593-udang-saus-telor-asin
Udang sawi saori saus tiram😆😆,1/4 Udang--Bumbu dasar tentunya udh pda tau--Bawang merah/putih--Cabe merah rawit--Tomat salam sereh--Semua bumbu secukupnya diris--,"Semua bumbu di iris,lalu tumis ampe harum--Masukan udang ke wajan tumisan bumbu sampe matang harum jgn lupa bubuhi kecap saus tiram biar mantap--",5,/id/resep/4471775-udang-sawi-saori-saus-tiram%F0%9F%98%86%F0%9F%98%86
"Tumis kacang panjang,udang,tahu",1 ikat kacang panjang (saya beli 1000)--1 kotak tahu--1/4 kg udang--Bumbu halus :--2 cabai merah besar--15 cabai merah kecil (klo tdak suka pedas bisa dikurangi)--5 bawang merah--3 bawang putih--2 butir kemiri--1 buat tomat--2 sdm saori saus teriyaki--secukupnya Garam--secukupnya Gula--secukupnya Penyedap rasa--,"Cuci bersih udang, buang kepala.--Potong tahu kotak2 kecil, lalu goreng setengah matang.--Rebus kacang setengah matang.--Panaskan minyak, tumis bumbu yang sudah dihaluskan hingga harum, tambahkan sedikit air.--Kemudian beri garam,gula,penyedap.saus teriyaki.Test rasa.--Masukkan kacang, aduk rata. Kemudian masukkan tahu,terakhir masukkan udang. Aduk2 sampai rata.--Biarkan sampai air menyusut dan bumbu meresap.--Tumis kacang,udang,tahu siap dihidangkan.--",5,/id/resep/4471581-tumis-kacang-panjangudangtahu
Udang Goreng Saus Telur Asin,1/4 kg udang kupas--2 butir telur asin--1 bks tepung bumbu--2 bh jeruk nipis--2 bh bawang putih--1 bh daun bawang--1 bh cabai rawit--1 bh cabai besar--Kaldu bubuk (secukupnya)--Mentega--secukupnya Air--,"Cuci udang dengan air bersih lalu campurkan udang dengan 2 bh jeruk nipis lalu bilas dengan air lagi agar bau amisnya hilang--Goreng udang dengan baluran tepung bumbu hingga matang dan renyah lalu angkat dan tiriskan--Kupas 1 butir telur asin hancurkan, lalu tambahkan 1 butir telur asin lagi tetapi hanya kuningnya saja--Geprek lalu cincang 2 bh bawang putih, potong cabai miring ataupun sesuai selera, potong juga daun bawang--Panaskan mentega lalu tambahkan bawang putih, cabai rawit, cabai besar lalu tumis sampai wangi lalu tambahkan daun bawang--Tambahkan air secukupnya aduk lalu tambahkan juga telur asin yang sudah dihaluskan dan kaldu bubuk secukupnya (bisa juga ditambahkan sedikit gula jika mau tapi saya tidak pakai) tunggu sampai air meletup yang artinya matang--Masukkan udang yang sudah digoreng aduk sampai saus merata--Udang siap disajikan😊--",6,/id/resep/4471455-udang-goreng-saus-telur-asin
Udang Sambal Petai (Sangat Sederhana),1/4 kg Udang--Petai 1 keris--Minyak secukupnya untuk menumis--sesuai selera Gula garam--Bumbu halus (diblender)--7 buah Cabe keriting--3 siung Bawang putih--4 siung Bawang merah--2 buah tomat--1/2 blok Terasi goreng ABC--secukupnya Air--,"Cuci semua bahan dan bumbu.--Blender bumbu dengan setengah gelas air.--Panaskan minyak dalam wajan.--Goreng udang yang sudah dibersihkan.--Masukkan petai. Masak sampe setengah matang.--Masukkan bumbu yang sudah dihaluskan dengan blender.--Beri gula garam dan saos tiram.--Koreksi rasa, hidangkan dengan nasi panas.--",7,/id/resep/4468455-udang-sambal-petai-sangat-sederhana
Udang Saus Asam Manis 🍤,1/2 Kg Udang uk besar--4 butir bawang putih geprek cincang--1 buah Bawang Bombay iris halus--2 batang daun bawang iris--3 sdm Saus Tomat merk delmonte--2 sdm Saus Tiram--1 sdt lada bubuk--secukupnya garam dan gula pasir--secukupnya air--,"Bersihkan Udang, cuci bersih lalu buang kepala dan cangkang badannya. Setelah itu, belah bagian punggungnya buang kotorannya. Beri garam dan jeruk nipis. Lalu goreng udang di minyak panas sebentar saja, hingga berubah warna kemerahan. Angkat dan tiriskan.--Siapkan wajan, panaskan minyak. Tumis bawang putih cincang dan irisan bawang bombay hingga layu dan harum. Setelah itu masukkan saus tomat, saus tiram, lada bubuk, garam dan gula pasir aduk rata. Tuangkan air secukupnya aduk2.. lalu koreksi rasa.--Bila rasa sudah pas, masukkan udang yg sdh digoreng tadi, aduk rata. Biarkan hingga bumbu meresap. Terakhir masukkan irisan daun bawang aduk rata. Masak sebentar saja,--Angkat dan siap disajikan 👍 enakk beut😊--",57,/id/resep/4469316-udang-saus-asam-manis-%F0%9F%8D%A4
Daun Singkong Pepes Udang Tahu #praktis,"★ bumbu halus--7 siung bawang merah--5 siung bawang putih--5 cabe merah--4 cabe rawit--1 ruas jahe--1 ruas kencur--1 ruas laos--Secukupnya gula, garam, lada--★ bahan isi--60 gr daun singkong, rebus--2 kotak tahu putih, lumat--30 gr udang kecil2--2 sdt teri nasi--1 butir telor--1 batang serai, iris2--2 lembar daun jeruk, iris2--Secukupnya garam dan kaldu bubuk--Daun pisang--","Panaskan wajan, tumis sebentar udang dan teri hingga baunya keluar. Sisihkan.--Daun singkong yg sudah direbus, peras hingga tidak ada air dan potong2 agar mudah memakannya.--Panaskan daun pisang diatas api kompor hingga layu sehingga gampang untuk membungkus dan tidak robek.--Campur semua bahan jadi satu dan aduk rata. Jangan didiamkan trlalu lama karna bila telor sudah dimasukkan dan didiamkan terlalu lama akan berair--Sebelum membungkus, panaskan kukusan yg telah diberi air. Lalu Ambil daun pisang dan isi dengan adonan yg telah di aduk jadi satu. Besar kecilnya ukuran pepes tergantung selera. Lalu kukus kurleb 10-30 menit (tergantung ukuran tiap bungkus) atau sampai matang--Setelah dikukus, bakar diatas api kompor dan pepes siap disajikan.--",6,/id/resep/4469454-daun-singkong-pepes-udang-tahu-praktis
Udang Saus Tiram,1/2 kg udang--1 buah wortel (dipotong sesuai selera)--bumbu saus :--1 buah tomat (potong sesuai selera)--1 cabai merah besar(buang biji dan potong*)--3 cabai rawit diiris--5 siung bawang putih dicincang--5 siung bawah merah diiris--2 sdm saus cabai--1 sdm saori saus tiram--daun bawang--secukupnya garam--1 sdm tepung meizena (larutkan dengan 2 sdm air panas)--margarin untuk menumis--air--,"Bersihkan udang dan pisahkan dari cangkangnya--Siapkan penggorengan lalu tumis bawang merah,bawang putih,cabai rawit,cabai merah,tomat dengan margarin sampai harum--Masukan wortel dan udang,beri setengah gelas air dan masak hingga udang berubah warna--Beri saus cabai dan saus tiram lalu tuangkan tepung meizena yg sudah di larutkan.--Setelah matang taburi daun bawang dan koreksi rasa.--",0,/id/resep/4468411-udang-saus-tiram
Sambal jeki udang,3 ons jeki alias jengkol--4 ons udang--5 butir bwgmerh--2 siung bwg putih--1 ons cabe merh--1 buah tomat merah yg besar--secukupnya Minyk goreng--secukupnya Garam--secukupnya Gula--,"Rendam jengkol semalaman--Lalu cuci bersh,potong2,goreng tutup.--Udang kupas bersh lalu cuci bersh,lalu kash garam sdkit nperasin jeruk npis lalu goreng--Lalu tumis semua bumbu n cabe hingga mtng lalu masukan jeki n udang lalu tes rasa,--Angkat sajikan.--",6,/id/resep/4468693-sambal-jeki-udang
Udang goreng tepung sederhana,1/4 udang segar--tepung bumbu sasa--sedikit bubuk lada--sedikit garam--,"Cuci udang yang sudah di siangkan--Lumuri udang dengan tepung siap pakai, kemudian beri lada dan garam, diamkan selama 10 menit--Panaskan minyak lalu masukkan udangnya, dan goreng hingga kecoklatan. lalu siap di hidangkan di piring saji.--",7,/id/resep/4468456-udang-goreng-tepung-sederhana
Siomay Ayam Udang,"150 gr ayam, blender--150 gr udang cincang kasar--1 btr telur--1 btr bawang putih, blender bersama ayam--1 bh wortel parut, sisihkan sedikit u/ taburan--1 btg daun bawang--1 sdm saus tiram--1 sdm minyak wijen--Garam--Merica--Kulit siomay--",Campur semua bahan aduk rata.--Oles minyak kulit siomay sblm diisi.--Beri taburan wortel lalu kukus (kukusan yg telah dipanaskan sebelumnya) 15 menit api sedang.--,6,/id/resep/4468094-siomay-ayam-udang
Sambel Goreng Udang Tahu,250 gram udang windu lepaskan dari cangkangnya dan cuci bersih--1 buah Tahu potong dadu goreng setengah matang--1/2 siung bombay--2 siung bawang putih--3 siung bawang merah--1 buat tomat potong potong--3 buah cabai rawit--1 sdm saus tiram--1 sdm saus tomat--1 sdt lada bubuk--Secukupnya gula--Secukupnya garam--3 sdm kecap manis--1 buah santan kara--,"Haluskan bawang merah, bawang putih, cabai rawit tumis hingga harum. Masukkan udaang yang sudah bersih. Tumis hingga udang berwarna merah.--Masukkan air sedikit, tunggu hingga mendidih lalu masukkan tomat dan tahu yang sudah di goreng.--Tambahkan gula, lada, garam, says tiram, saus tomat dan kecap. Tumis aduk aduk hingga rata.--Masukkan santan dan--Diamkan sampai 10 menit dan siap disajikan--",6,/id/resep/4468011-sambel-goreng-udang-tahu
Tumis Udang tempe kacang panjang,"1 potong tempe, potong Kecil2--6 ekor udang, buang kulit dan kepala lalu cuci bersih--3 buah kacang panjang, potong2--1 siung bawang putih, iris--1/2 siung bawang bombay, iris--1 bawang pring, potong 2--3 buah cabe rawit, iris--1/2 sdm saus tiram--1/2 sdm kecap manis--1/2 sdm saos tomat--Sedikit garam dan gula--Minyak untuk menggoreng--","Panaskan minyak di atas wajan--Goreng tempe, angkat--Masukkan bawang putih dan bawang bombay. Tumis hingga harum--Masukkan cabe rawit dan daun bawang--Masukkan udang, aduk hingga berubah warna. Lalu masukkan tempe yg sudah digoreng--Tambahkan saus tiram, saus tomat, kecap manis, sefikit garam dan gula. Aduk sebentar hingga bumbu merata. Tes rasa...--Angkat dan sajikan dg nasi hangat. Mantaaappp--",0,/id/resep/4466731-tumis-udang-tempe-kacang-panjang
Udang Lombok Merah,"1/4 kg udang, buang bagian kepalanya--7 buah cabe merah besar--4 siung bawang putih--1 sdm garam (sesuai selera)--Minyak untuk menumis--50 ml air--","Bersihkan udang, buang bagian kepalanya saja.--Haluskan:cabe merah besar, bawang putih dan garam--Tumis bumbu yang sudah dihaluskan. Tambahkan sedikit air.--Masukkan udang hingga matang.--Sajikan bersama nasi hangat.--",5,/id/resep/4443394-udang-lombok-merah
Tumis Labu Udang,1 buah labu siam--Udang Kupas--Daun salam--Royco/garam gula pasir--Saos tiram--Merica--secukupnya Air--Bumbu isi:--4 baw.merah--2 baw.putih--4 cabe merah--tomat boleh pake boleh engga--,"Tumis bumbu iris sampai harum--Masukkan udang kupas, masak sampai udang berubah warna--Masukkan labu siam yg sudah diparut/diiris halus, tambah sedikit air--Beri merica, royco dan saos tiram lalu masak sebentar lalu angkat, siap sajikan--",9,/id/resep/4467375-tumis-labu-udang
Martabak telur udang,2 telur ayam--6 ekor udang (buang kulit lalu cincang halus)--4 lembar kulit lumpia--1/2 wortel (potong dadu)--1/4 Kol (iris tipis)--2 batang daun bawang (iris halus)--Bumbu halus:--2 bawang merah--4 bawang putih--1/2 sendok makan merica--Secukupnya garam--1/4 sendok makan royco--,Tumis bumbu halus hingga harum kemudian masukkan udang tumis hingga berubah warna--Masukkan daun bawang dan sayuran tumis hingga setengah matang--Jika sudah masukkan telur kemudian aduk kira kira selama 5 menit kemudian masukkan garam dan royco aduk rata dan icip rasa jika sudah angkat dan biarkan dingin--Jika sudah dingin tumisan dibungkus dengan kulit lumpia dan bisa direkatkan dengan putih telur agar tidak lepas saat digoreng--Goreng hingga kecoklatan dan siap disajikan--,1,/id/resep/4466927-martabak-telur-udang
